product_id,name,description,category,material,occasion
PRD-1100,Heritage Vest,"Whether you're headed out while traveling or on the go or just running errands, this windproof vest keeps you covered. The Softshell construction is both airy and hard-wearing, and reinforced stitching adds a practical touch. Finished with a hidden interior pocket, it's a on-trend choice for almost any setting.",Outerwear,Softshell,Travel
PRD-1101,Voyager Joggers,"Designed for those who want chic looks without sacrificing performance, this Denim joggers is waterproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a taped, seam-sealed construction. It also features reflective trim for low-light visibility for added versatility.",Bottoms,Denim,Formal
PRD-1102,Trailblazer Bomber Jacket,"Designed for those who want stylish looks without sacrificing performance, this Softshell bomber jacket is waterproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to reflective trim for low-light visibility. It also features a reinforced toe cap for added versatility.",Outerwear,Softshell,Activewear
PRD-1103,Ridgeline Sneaker,"Designed for those who want modern looks without sacrificing performance, this Leather sneaker is weatherproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to an anti-odor treatment. It also features a slim, tapered fit for added versatility.",Footwear,Leather,Outdoor
PRD-1104,Heritage Jeans,"Designed for those who want on-trend looks without sacrificing performance, this Corduroy jeans is water-resistant and cozy from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to articulated seams for freedom of movement. It also features a hidden interior pocket for added versatility.",Bottoms,Corduroy,Outdoor
PRD-1105,Vantage Bomber Jacket,"Whether you're headed out while traveling or on the go or just running errands, this waterproof bomber jacket keeps you covered. The Nylon construction is both airy and reinforced, and a quick-release buckle adds a practical touch. Finished with a relaxed, roomy fit, it's a on-trend choice for almost any setting.",Outerwear,Nylon,Travel
PRD-1106,Horizon Hoodie,"Whether you're headed out for weddings and other special events or just running errands, this weatherproof hoodie keeps you covered. The Bamboo Blend construction is both cozy and sturdy, and double-stitched seams adds a practical touch. Finished with adjustable straps, it's a chic choice for almost any setting.",Tops,Bamboo Blend,Wedding
PRD-1107,Alpine Polo,"Whether you're headed out while traveling or on the go or just running errands, this water-resistant polo keeps you covered. The Modal construction is both lightweight and tough, and a taped, seam-sealed construction adds a practical touch. Finished with a quick-release buckle, it's a sharp-looking choice for almost any setting.",Tops,Modal,Travel
PRD-1108,Cascade Watch,"Whether you're headed out for formal occasions and the office or just running errands, this windproof watch keeps you covered. The Silicone construction is both soft and tough, and reinforced stitching adds a practical touch. Finished with a quick-release buckle, it's a elegant choice for almost any setting.",Accessories,Silicone,Formal
PRD-1109,Ridgeline Leggings,"Designed for those who want sleek looks without sacrificing performance, this Wool Blend leggings is weatherproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to an anti-odor treatment. It also features reinforced stitching for added versatility.",Bottoms,Wool Blend,Travel
PRD-1110,Heritage Vest,"This chic vest is crafted from premium Wool for a look that works just as well for a relaxed, everyday look. It's built to be comfortable and tough, so it holds up to daily wear without losing its shape. The design includes a slim, tapered fit and adjustable straps, giving you both form and function in one piece.",Outerwear,Wool,Casual
PRD-1111,Metro Trench Coat,"Whether you're headed out while traveling or on the go or just running errands, this quick-drying trench coat keeps you covered. The Wool construction is both airy and reinforced, and eco-friendly recycled materials adds a practical touch. Finished with moisture-wicking lining, it's a sharp-looking choice for almost any setting.",Outerwear,Wool,Travel
PRD-1112,Drift Tote Bag,"Whether you're headed out for weddings and other special events or just running errands, this water-resistant tote bag keeps you covered. The Silicone construction is both cozy and durable, and double-stitched seams adds a practical touch. Finished with a reinforced toe cap, it's a stylish choice for almost any setting.",Accessories,Silicone,Wedding
PRD-1113,Alpine T-Shirt,"This elegant t-shirt is crafted from premium Merino Wool for a look that works just as well in the office or client meetings. It's built to be comfortable and durable, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and eco-friendly recycled materials, giving you both form and function in one piece.",Tops,Merino Wool,Business
PRD-1114,Summit Sneaker,"A wardrobe staple, this sneaker pairs modern styling with a airy feel you'll want to wear all day. Made from Synthetic, it's engineered to be long-lasting season after season. Thoughtful details like a relaxed, roomy fit and reinforced stitching make it ideal for weddings and other special events.",Footwear,Synthetic,Wedding
PRD-1115,Horizon Sandal,"Designed for those who want stylish looks without sacrificing performance, this Suede sandal is windproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to adjustable straps. It also features a taped, seam-sealed construction for added versatility.",Footwear,Suede,Activewear
PRD-1116,Horizon Beanie,"Designed for those who want elegant looks without sacrificing performance, this Wool beanie is weatherproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a hidden interior pocket. It also features an anti-odor treatment for added versatility.",Accessories,Wool,Formal
PRD-1117,Voyager Anorak,"Designed for those who want modern looks without sacrificing performance, this Wool anorak is quick-drying and cozy from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to moisture-wicking lining. It also features an anti-odor treatment for added versatility.",Outerwear,Wool,Wedding
